date,budget,emails,reviewed,true_positives,available_malicious
04/27/2011,0.005,28909,145,0,0
04/27/2011,0.01,28909,290,0,0
04/28/2011,0.001,28872,29,0,0
04/28/2011,0.005,28872,145,0,0
04/28/2011,0.01,28872,289,0,0
04/29/2011,0.001,28974,29,0,0
04/29/2011,0.005,28974,145,0,0
04/29/2011,0.01,28974,290,0,0
04/30/2011,0.001,1215,2,0,0
04/30/2011,0.005,1215,7,0,0
04/30/2011,0.01,1215,13,0,0
05/01/2011,0.001,1319,2,0,0
05/01/2011,0.005,1319,7,0,0
05/01/2011,0.01,1319,14,0,0
05/02/2011,0.001,28937,29,0,0
05/02/2011,0.005,28937,145,0,0
05/02/2011,0.01,28937,290,0,0
05/03/2011,0.001,28839,29,0,0
05/03/2011,0.005,28839,145,0,0
05/03/2011,0.01,28839,289,0,0
05/04/2011,0.001,28916,29,0,0
05/04/2011,0.005,28916,145,0,0
05/04/2011,0.01,28916,290,0,0
05/05/2011,0.001,28789,29,0,0
05/05/2011,0.005,28789,144,0,0
05/05/2011,0.01,28789,288,0,0
05/06/2011,0.001,28905,29,0,0
05/06/2011,0.005,28905,145,0,0
05/06/2011,0.01,28905,290,0,0
05/07/2011,0.001,1416,2,0,0
05/07/2011,0.005,1416,8,0,0
05/07/2011,0.01,1416,15,0,0
05/08/2011,0.001,1374,2,0,0
05/08/2011,0.005,1374,7,0,0
05/08/2011,0.01,1374,14,0,0
05/09/2011,0.001,28936,29,0,0
05/09/2011,0.005,28936,145,0,0
05/09/2011,0.01,28936,290,0,0
05/10/2011,0.001,28929,29,0,0
05/10/2011,0.005,28929,145,0,0
05/10/2011,0.01,28929,290,0,0
05/11/2011,0.001,28907,29,0,0
05/11/2011,0.005,28907,145,0,0
05/11/2011,0.01,28907,290,0,0
05/12/2011,0.001,28811,29,0,0
05/12/2011,0.005,28811,145,0,0
05/12/2011,0.01,28811,289,0,0
05/13/2011,0.001,28922,29,0,0
05/13/2011,0.005,28922,145,0,0
05/13/2011,0.01,28922,290,0,0
05/14/2011,0.001,1399,2,0,0
05/14/2011,0.005,1399,7,0,0
05/14/2011,0.01,1399,14,0,0
05/15/2011,0.001,1370,2,0,0
05/15/2011,0.005,1370,7,0,0
05/15/2011,0.01,1370,14,0,0
05/16/2011,0.001,28799,29,0,0
05/16/2011,0.005,28799,144,0,0
05/16/2011,0.01,28799,288,0,0
05/17/2011,0.001,28864,29,0,0
05/17/2011,0.005,28864,145,0,0
05/17/2011,0.01,28864,289,0,0
05/18/2011,0.001,28838,29,0,0
05/18/2011,0.005,28838,145,0,0
05/18/2011,0.01,28838,289,0,0
05/19/2011,0.001,28773,29,0,0
05/19/2011,0.005,28773,144,0,0
05/19/2011,0.01,28773,288,0,0
05/20/2011,0.001,28735,29,0,0
05/20/2011,0.005,28735,144,0,0
05/20/2011,0.01,28735,288,0,0
05/21/2011,0.001,1352,2,0,0
05/21/2011,0.005,1352,7,0,0
05/21/2011,0.01,1352,14,0,0
05/22/2011,0.001,1425,2,0,0
05/22/2011,0.005,1425,8,0,0
05/22/2011,0.01,1425,15,0,0
05/23/2011,0.001,28834,29,0,0
05/23/2011,0.005,28834,145,0,0
05/23/2011,0.01,28834,289,0,0
05/24/2011,0.001,28735,29,0,0
05/24/2011,0.005,28735,144,0,0
05/24/2011,0.01,28735,288,0,0
05/25/2011,0.001,28850,29,0,0
05/25/2011,0.005,28850,145,0,0
05/25/2011,0.01,28850,289,0,0
05/26/2011,0.001,28691,29,0,0
05/26/2011,0.005,28691,144,0,0
05/26/2011,0.01,28691,287,0,0
05/27/2011,0.001,28852,29,0,0
05/27/2011,0.005,28852,145,0,0
05/27/2011,0.01,28852,289,0,0
05/28/2011,0.001,1342,2,0,0
05/28/2011,0.005,1342,7,0,0
05/28/2011,0.01,1342,14,0,0
05/29/2011,0.001,1436,2,0,0
05/29/2011,0.005,1436,8,0,0
05/29/2011,0.01,1436,15,0,0
05/30/2011,0.001,1379,2,0,0
05/30/2011,0.005,1379,7,0,0
05/30/2011,0.01,1379,14,0,0
05/31/2011,0.001,28835,29,0,0
05/31/2011,0.005,28835,145,0,0
05/31/2011,0.01,28835,289,0,0
