date,emails,reviewed,true_positives,false_positives,available_malicious,oracle_true_positives,reward,oracle_reward
10/15/2010,30154,31,0,31,0,0,-31.0,-31.0
10/16/2010,1432,2,0,2,0,0,-2.0,-2.0
10/17/2010,1672,2,0,2,0,0,-2.0,-2.0
10/18/2010,30009,31,0,31,0,0,-31.0,-31.0
10/19/2010,30054,31,0,31,0,0,-31.0,-31.0
10/20/2010,30151,31,0,31,0,0,-31.0,-31.0
10/21/2010,29985,30,0,30,0,0,-30.0,-30.0
10/22/2010,30012,31,0,31,0,0,-31.0,-31.0
10/23/2010,1412,2,0,2,0,0,-2.0,-2.0
10/24/2010,1382,2,0,2,0,0,-2.0,-2.0
10/25/2010,29949,30,0,30,0,0,-30.0,-30.0
10/26/2010,30005,31,0,31,0,0,-31.0,-31.0
10/27/2010,30089,31,0,31,0,0,-31.0,-31.0
10/28/2010,29879,30,0,30,0,0,-30.0,-30.0
10/29/2010,29881,30,0,30,0,0,-30.0,-30.0
10/30/2010,1409,2,0,2,0,0,-2.0,-2.0
10/31/2010,1373,2,0,2,0,0,-2.0,-2.0
11/01/2010,30027,31,0,31,0,0,-31.0,-31.0
11/02/2010,30016,31,0,31,0,0,-31.0,-31.0
11/03/2010,29918,30,0,30,0,0,-30.0,-30.0
11/04/2010,29947,30,0,30,0,0,-30.0,-30.0
11/05/2010,29990,30,0,30,0,0,-30.0,-30.0
11/06/2010,1510,2,0,2,0,0,-2.0,-2.0
11/07/2010,1356,2,0,2,0,0,-2.0,-2.0
11/08/2010,30039,31,0,31,0,0,-31.0,-31.0
11/09/2010,29989,30,0,30,0,0,-30.0,-30.0
11/10/2010,29944,30,0,30,0,0,-30.0,-30.0
11/11/2010,29806,30,0,30,0,0,-30.0,-30.0
11/12/2010,29946,30,0,30,0,0,-30.0,-30.0
11/13/2010,1640,2,0,2,0,0,-2.0,-2.0
11/14/2010,1492,2,0,2,0,0,-2.0,-2.0
11/15/2010,29948,30,0,30,0,0,-30.0,-30.0
11/16/2010,29839,30,0,30,0,0,-30.0,-30.0
11/17/2010,29914,30,0,30,0,0,-30.0,-30.0
11/18/2010,29904,30,0,30,0,0,-30.0,-30.0
11/19/2010,29788,30,0,30,0,0,-30.0,-30.0
11/20/2010,1552,2,0,2,0,0,-2.0,-2.0
11/21/2010,1541,2,0,2,0,0,-2.0,-2.0
11/22/2010,29760,30,0,30,0,0,-30.0,-30.0
11/23/2010,29830,30,0,30,0,0,-30.0,-30.0
11/24/2010,29770,30,0,30,0,0,-30.0,-30.0
11/25/2010,1209,2,0,2,0,0,-2.0,-2.0
11/26/2010,1582,2,0,2,0,0,-2.0,-2.0
11/27/2010,1402,2,0,2,0,0,-2.0,-2.0
11/28/2010,1458,2,0,2,0,0,-2.0,-2.0
11/29/2010,29685,30,0,30,0,0,-30.0,-30.0
11/30/2010,29694,30,0,30,0,0,-30.0,-30.0
12/01/2010,29742,30,0,30,0,0,-30.0,-30.0
12/02/2010,29741,30,0,30,0,0,-30.0,-30.0
12/03/2010,29672,30,0,30,0,0,-30.0,-30.0
12/04/2010,1395,2,0,2,0,0,-2.0,-2.0
12/05/2010,1480,2,0,2,0,0,-2.0,-2.0
12/06/2010,29701,30,0,30,0,0,-30.0,-30.0
12/07/2010,29701,30,0,30,0,0,-30.0,-30.0
12/08/2010,29777,30,0,30,0,0,-30.0,-30.0
12/09/2010,29606,30,0,30,0,0,-30.0,-30.0
12/10/2010,29678,30,0,30,0,0,-30.0,-30.0
12/11/2010,1579,2,0,2,0,0,-2.0,-2.0
12/12/2010,1520,2,0,2,0,0,-2.0,-2.0
12/13/2010,29727,30,0,30,0,0,-30.0,-30.0
12/14/2010,29650,30,0,30,0,0,-30.0,-30.0
12/15/2010,29637,30,0,30,0,0,-30.0,-30.0
12/16/2010,29597,30,0,30,0,0,-30.0,-30.0
12/17/2010,29583,30,0,30,0,0,-30.0,-30.0
12/18/2010,1372,2,0,2,0,0,-2.0,-2.0
12/19/2010,1401,2,0,2,0,0,-2.0,-2.0
12/20/2010,29536,30,0,30,0,0,-30.0,-30.0
12/21/2010,29603,30,0,30,0,0,-30.0,-30.0
12/22/2010,29641,30,0,30,0,0,-30.0,-30.0
12/23/2010,1291,2,0,2,0,0,-2.0,-2.0
12/24/2010,1239,2,0,2,0,0,-2.0,-2.0
12/25/2010,1570,2,0,2,0,0,-2.0,-2.0
12/26/2010,1589,2,0,2,0,0,-2.0,-2.0
12/27/2010,29623,30,0,30,0,0,-30.0,-30.0
12/28/2010,29647,30,0,30,0,0,-30.0,-30.0
12/29/2010,29529,30,0,30,0,0,-30.0,-30.0
12/30/2010,29659,30,0,30,0,0,-30.0,-30.0
12/31/2010,1426,2,0,2,0,0,-2.0,-2.0
01/01/2011,1480,2,0,2,0,0,-2.0,-2.0
01/02/2011,1397,2,0,2,0,0,-2.0,-2.0
01/03/2011,29517,30,0,30,0,0,-30.0,-30.0
01/04/2011,29635,30,0,30,0,0,-30.0,-30.0
01/05/2011,29482,30,0,30,0,0,-30.0,-30.0
01/06/2011,29373,30,0,30,0,0,-30.0,-30.0
01/07/2011,29449,30,0,30,0,0,-30.0,-30.0
01/08/2011,1491,2,0,2,0,0,-2.0,-2.0
01/09/2011,1598,2,0,2,0,0,-2.0,-2.0
01/10/2011,29650,30,0,30,0,0,-30.0,-30.0
01/11/2011,29498,30,0,30,0,0,-30.0,-30.0
01/12/2011,29480,30,0,30,0,0,-30.0,-30.0
01/13/2011,29341,30,0,30,0,0,-30.0,-30.0
01/14/2011,29403,30,0,30,0,0,-30.0,-30.0
01/15/2011,1554,2,0,2,0,0,-2.0,-2.0
01/16/2011,1359,2,0,2,0,0,-2.0,-2.0
01/17/2011,29385,30,0,30,0,0,-30.0,-30.0
01/18/2011,29406,30,0,30,0,0,-30.0,-30.0
01/19/2011,29423,30,0,30,0,0,-30.0,-30.0
01/20/2011,29603,30,0,30,0,0,-30.0,-30.0
01/21/2011,29373,30,0,30,0,0,-30.0,-30.0
01/22/2011,1529,2,0,2,0,0,-2.0,-2.0
01/23/2011,1572,2,0,2,0,0,-2.0,-2.0
01/24/2011,29491,30,0,30,0,0,-30.0,-30.0
01/25/2011,29449,30,0,30,0,0,-30.0,-30.0
01/26/2011,29238,30,0,30,0,0,-30.0,-30.0
01/27/2011,29419,30,0,30,0,0,-30.0,-30.0
01/28/2011,29465,30,0,30,0,0,-30.0,-30.0
01/29/2011,1359,2,0,2,0,0,-2.0,-2.0
01/30/2011,1382,2,0,2,0,0,-2.0,-2.0
01/31/2011,29394,30,0,30,0,0,-30.0,-30.0
02/01/2011,29484,30,0,30,0,0,-30.0,-30.0
02/02/2011,29374,30,0,30,0,0,-30.0,-30.0
02/03/2011,29482,30,0,30,0,0,-30.0,-30.0
02/04/2011,29405,30,0,30,0,0,-30.0,-30.0
02/05/2011,1353,2,0,2,0,0,-2.0,-2.0
02/06/2011,1406,2,0,2,0,0,-2.0,-2.0
02/07/2011,29382,30,0,30,2,2,-30.0,-8.0
02/08/2011,29323,30,0,30,0,0,-30.0,-30.0
02/09/2011,29347,30,0,30,0,0,-30.0,-30.0
02/10/2011,29274,30,0,30,0,0,-30.0,-30.0
02/11/2011,29396,30,0,30,0,0,-30.0,-30.0
02/12/2011,1414,2,0,2,0,0,-2.0,-2.0
02/13/2011,1374,2,0,2,0,0,-2.0,-2.0
02/14/2011,29344,30,0,30,0,0,-30.0,-30.0
02/15/2011,29342,30,0,30,1,1,-30.0,-19.0
02/16/2011,29322,30,0,30,0,0,-30.0,-30.0
02/17/2011,29315,30,0,30,0,0,-30.0,-30.0
02/18/2011,29289,30,0,30,3,3,-30.0,3.0
02/19/2011,1564,2,0,2,0,0,-2.0,-2.0
02/20/2011,1443,2,0,2,0,0,-2.0,-2.0
02/21/2011,29409,30,0,30,4,4,-30.0,14.0
02/22/2011,29382,30,0,30,2,2,-30.0,-8.0
02/23/2011,29247,30,0,30,0,0,-30.0,-30.0
02/24/2011,29276,30,0,30,3,3,-30.0,3.0
02/25/2011,29206,30,0,30,0,0,-30.0,-30.0
02/26/2011,1587,2,0,2,0,0,-2.0,-2.0
02/27/2011,1397,2,0,2,0,0,-2.0,-2.0
02/28/2011,29244,30,0,30,0,0,-30.0,-30.0
03/01/2011,29241,30,0,30,0,0,-30.0,-30.0
03/02/2011,29187,30,0,30,0,0,-30.0,-30.0
03/03/2011,29161,30,0,30,0,0,-30.0,-30.0
03/04/2011,29152,30,0,30,0,0,-30.0,-30.0
03/05/2011,1500,2,0,2,0,0,-2.0,-2.0
03/06/2011,1481,2,0,2,0,0,-2.0,-2.0
03/07/2011,29417,30,0,30,0,0,-30.0,-30.0
03/08/2011,29120,30,0,30,0,0,-30.0,-30.0
03/09/2011,29298,30,0,30,0,0,-30.0,-30.0
03/10/2011,29178,30,0,30,0,0,-30.0,-30.0
03/11/2011,29131,30,0,30,0,0,-30.0,-30.0
03/12/2011,1381,2,0,2,0,0,-2.0,-2.0
03/13/2011,1384,2,0,2,0,0,-2.0,-2.0
03/14/2011,29189,30,0,30,0,0,-30.0,-30.0
03/15/2011,29118,30,0,30,0,0,-30.0,-30.0
03/16/2011,29243,30,0,30,1,1,-30.0,-19.0
03/17/2011,29248,30,0,30,3,3,-30.0,3.0
03/18/2011,29196,30,0,30,0,0,-30.0,-30.0
03/19/2011,1516,2,0,2,0,0,-2.0,-2.0
03/20/2011,1558,2,0,2,0,0,-2.0,-2.0
03/21/2011,29083,30,0,30,0,0,-30.0,-30.0
03/22/2011,29163,30,0,30,13,13,-30.0,113.0
03/23/2011,29091,30,0,30,0,0,-30.0,-30.0
03/24/2011,29118,30,0,30,0,0,-30.0,-30.0
03/25/2011,29088,30,0,30,0,0,-30.0,-30.0
03/26/2011,1320,2,0,2,0,0,-2.0,-2.0
03/27/2011,1357,2,0,2,0,0,-2.0,-2.0
03/28/2011,29103,30,0,30,0,0,-30.0,-30.0
03/29/2011,29225,30,0,30,6,6,-30.0,36.0
03/30/2011,29021,30,0,30,0,0,-30.0,-30.0
03/31/2011,29172,30,0,30,0,0,-30.0,-30.0
04/01/2011,29168,30,0,30,0,0,-30.0,-30.0
04/02/2011,1415,2,0,2,0,0,-2.0,-2.0
04/03/2011,1365,2,0,2,0,0,-2.0,-2.0
04/04/2011,29156,30,0,30,0,0,-30.0,-30.0
04/05/2011,29059,30,0,30,0,0,-30.0,-30.0
04/06/2011,29072,30,0,30,2,2,-30.0,-8.0
04/07/2011,29134,30,0,30,4,4,-30.0,14.0
04/08/2011,28985,29,0,29,0,0,-29.0,-29.0
04/09/2011,1303,2,0,2,0,0,-2.0,-2.0
04/10/2011,1337,2,0,2,0,0,-2.0,-2.0
04/11/2011,29020,30,0,30,17,17,-30.0,157.0
04/12/2011,28945,29,0,29,0,0,-29.0,-29.0
04/13/2011,29002,30,0,30,0,0,-30.0,-30.0
04/14/2011,29084,30,0,30,0,0,-30.0,-30.0
04/15/2011,29041,30,0,30,5,5,-30.0,25.0
04/16/2011,1352,2,0,2,0,0,-2.0,-2.0
04/17/2011,1419,2,0,2,0,0,-2.0,-2.0
04/18/2011,29201,30,0,30,0,0,-30.0,-30.0
04/19/2011,28942,29,0,29,0,0,-29.0,-29.0
04/20/2011,28997,29,0,29,0,0,-29.0,-29.0
04/21/2011,28944,29,0,29,0,0,-29.0,-29.0
04/22/2011,1218,2,0,2,0,0,-2.0,-2.0
04/23/2011,1423,2,0,2,0,0,-2.0,-2.0
04/24/2011,1354,2,0,2,0,0,-2.0,-2.0
04/25/2011,28972,29,0,29,17,17,-29.0,158.0
04/26/2011,29060,30,0,30,0,0,-30.0,-30.0
04/27/2011,28909,29,0,29,0,0,-29.0,-29.0
04/28/2011,28872,29,0,29,0,0,-29.0,-29.0
04/29/2011,28974,29,0,29,0,0,-29.0,-29.0
04/30/2011,1215,2,0,2,0,0,-2.0,-2.0
05/01/2011,1319,2,0,2,0,0,-2.0,-2.0
05/02/2011,28937,29,0,29,0,0,-29.0,-29.0
05/03/2011,28839,29,0,29,0,0,-29.0,-29.0
05/04/2011,28916,29,0,29,0,0,-29.0,-29.0
05/05/2011,28789,29,0,29,0,0,-29.0,-29.0
05/06/2011,28905,29,0,29,0,0,-29.0,-29.0
05/07/2011,1416,2,0,2,0,0,-2.0,-2.0
05/08/2011,1374,2,0,2,0,0,-2.0,-2.0
05/09/2011,28936,29,0,29,0,0,-29.0,-29.0
05/10/2011,28929,29,0,29,0,0,-29.0,-29.0
05/11/2011,28907,29,0,29,0,0,-29.0,-29.0
05/12/2011,28811,29,0,29,0,0,-29.0,-29.0
05/13/2011,28922,29,0,29,0,0,-29.0,-29.0
05/14/2011,1399,2,0,2,0,0,-2.0,-2.0
05/15/2011,1370,2,0,2,0,0,-2.0,-2.0
05/16/2011,28799,29,0,29,0,0,-29.0,-29.0
05/17/2011,28864,29,0,29,0,0,-29.0,-29.0
05/18/2011,28838,29,0,29,0,0,-29.0,-29.0
05/19/2011,28773,29,0,29,0,0,-29.0,-29.0
05/20/2011,28735,29,0,29,0,0,-29.0,-29.0
05/21/2011,1352,2,0,2,0,0,-2.0,-2.0
05/22/2011,1425,2,0,2,0,0,-2.0,-2.0
05/23/2011,28834,29,0,29,0,0,-29.0,-29.0
05/24/2011,28735,29,0,29,0,0,-29.0,-29.0
05/25/2011,28850,29,0,29,0,0,-29.0,-29.0
05/26/2011,28691,29,0,29,0,0,-29.0,-29.0
05/27/2011,28852,29,0,29,0,0,-29.0,-29.0
05/28/2011,1342,2,0,2,0,0,-2.0,-2.0
05/29/2011,1436,2,0,2,0,0,-2.0,-2.0
05/30/2011,1379,2,0,2,0,0,-2.0,-2.0
05/31/2011,28835,29,0,29,0,0,-29.0,-29.0
